id,thana,lat,lon,case_no,date,serial,total_amo,t56,rubber_cartridge,rubber_cartridge1,tear_gas_grenade,baton_rounds,lethal,non_lethal,shotgun_shell
614,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,614,20,0,0,0,20,0,0,20,0
615,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,615,20,0,0,0,20,0,0,20,0
616,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,616,20,0,0,0,20,0,0,20,0
617,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,617,25,0,0,0,25,0,0,25,0
618,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,618,20,0,0,0,20,0,0,20,0
619,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,619,15,0,0,0,15,0,0,15,0
620,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,620,15,0,0,0,15,0,0,15,0
621,Mohammadpur,23.75614193,90.35677533,৮৪/১০১৪,18/07/2024,621,1924,0,368,315,1241,0,368,1556,0
622,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,622,34,0,0,0,0,0,0,0,34
623,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,623,34,0,0,0,0,0,0,0,34
624,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,624,1,0,0,0,0,0,1,0,0
625,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,625,2,0,0,0,0,0,0,0,2
626,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,626,3,0,0,0,0,0,0,0,3
627,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,627,16,0,0,0,0,0,0,0,16
628,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,628,17,0,0,0,0,0,0,0,17
629,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,629,1,0,0,0,0,0,0,0,1
630,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,630,1,0,0,0,0,0,0,0,1
631,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,631,15,0,0,0,0,0,0,0,15
632,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,632,5,0,0,0,0,0,0,0,5
633,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,633,7,0,0,0,0,0,0,0,7
634,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,634,72,0,0,0,0,0,0,0,72
635,Adabor,23.76238607,90.35889023,২৬/১৯৬,19/07/2024,635,3,3,0,0,0,0,3,0,0
636,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,636,5,0,0,0,0,0,0,5,0
637,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,637,5,0,0,0,0,0,5,0,0
638,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,638,29,0,5,20,4,0,5,24,0
639,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,639,13,0,0,0,13,0,0,13,0
640,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,640,37,0,15,20,2,0,15,22,0
641,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,641,41,0,15,20,6,0,15,26,0
642,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,642,10,0,0,0,10,0,0,10,0
643,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,643,39,0,15,20,4,0,15,24,0
644,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,644,42,0,15,21,6,0,15,27,0
645,Jatrabari,23.69927343,90.45758044,৬৭/৭১৮,17/07/2024,645,5,0,0,0,5,0,0,5,0
646,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,646,30,30,0,0,0,0,30,0,0
647,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,647,30,30,0,0,0,0,30,0,0
648,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,648,33,0,0,0,33,0,0,33,0
649,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,649,30,30,0,0,0,0,30,0,0
650,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,650,50,0,0,50,0,0,0,50,0
651,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,651,53,0,53,0,0,0,53,0,0
652,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,652,30,30,0,0,0,0,30,0,0
653,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,653,73,0,0,73,0,0,0,73,0
654,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,654,50,0,0,0,50,0,0,50,0
655,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,655,30,30,0,0,0,0,30,0,0
656,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,656,110,0,110,0,0,0,110,0,0
657,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,657,50,0,0,0,50,0,0,50,0
658,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,658,30,30,0,0,0,0,30,0,0
659,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,659,110,0,110,0,0,0,110,0,0
660,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,660,50,0,0,0,50,0,0,50,0
661,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,661,30,30,0,0,0,0,30,0,0
662,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,662,110,0,110,0,0,0,110,0,0
663,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,663,50,0,0,0,50,0,0,50,0
664,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,664,30,30,0,0,0,0,30,0,0
665,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,665,30,30,0,0,0,0,30,0,0
666,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,666,30,30,0,0,0,0,30,0,0
667,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,667,30,30,0,0,0,0,30,0,0
668,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,668,30,30,0,0,0,0,30,0,0
669,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,669,37,37,0,0,0,0,37,0,0
670,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,670,30,30,0,0,0,0,30,0,0
671,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,671,10,0,0,10,0,0,0,10,0
672,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,672,10,0,0,10,0,0,0,10,0
673,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,673,10,0,0,10,0,0,0,10,0
674,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,674,10,0,0,10,0,0,0,10,0
675,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,675,10,0,0,10,0,0,0,10,0
676,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,676,10,0,0,10,0,0,0,10,0
677,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,677,10,0,0,10,0,0,0,10,0
678,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,678,10,0,0,10,0,0,0,10,0
679,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,679,10,0,0,10,0,0,0,10,0
680,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,680,10,0,0,10,0,0,0,10,0
681,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,681,10,0,0,10,0,0,0,10,0
682,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,682,10,0,0,10,0,0,0,10,0
683,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,683,10,0,0,10,0,0,0,10,0
684,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,684,10,0,0,10,0,0,0,10,0
685,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,685,10,0,0,10,0,0,0,10,0
686,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,686,110,0,110,0,0,0,110,0,0
687,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,687,110,0,110,0,0,0,110,0,0
688,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,688,110,0,110,0,0,0,110,0,0
689,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,689,110,0,110,0,0,0,110,0,0
690,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,690,110,0,110,0,0,0,110,0,0
691,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,691,110,0,110,0,0,0,110,0,0
692,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,692,110,0,110,0,0,0,110,0,0
693,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,693,110,0,110,0,0,0,110,0,0
694,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,694,110,0,110,0,0,0,110,0,0
695,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,695,110,0,110,0,0,0,110,0,0
696,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,696,110,0,110,0,0,0,110,0,0
697,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,697,50,0,0,0,50,0,0,50,0
698,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,698,50,0,0,0,50,0,0,50,0
699,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,699,18,0,0,0,18,0,0,18,0
700,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,700,20,0,0,0,20,0,0,20,0
701,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,701,20,0,0,0,20,0,0,20,0
702,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,702,10,0,0,10,0,0,0,10,0
703,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,703,10,0,0,10,0,0,0,10,0
704,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,704,10,0,0,10,0,0,0,10,0
705,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,705,10,0,0,10,0,0,0,10,0
706,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,706,10,0,0,10,0,0,0,10,0
707,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,707,10,0,0,10,0,0,0,10,0
708,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,708,110,0,110,0,0,0,110,0,0
709,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,709,110,0,110,0,0,0,110,0,0
710,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,710,110,0,110,0,0,0,110,0,0
711,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,711,110,0,110,0,0,0,110,0,0
712,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,712,110,0,110,0,0,0,110,0,0
713,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,713,110,0,110,0,0,0,110,0,0
714,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,714,110,0,110,0,0,0,110,0,0
715,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,715,10,0,0,10,0,0,0,10,0
716,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,716,110,0,110,0,0,0,110,0,0
717,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,717,10,0,0,10,0,0,0,10,0
718,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,718,110,0,110,0,0,0,110,0,0
719,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,719,30,0,0,0,30,0,0,30,0
720,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,720,10,0,0,10,0,0,0,10,0
721,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,721,30,0,0,0,30,0,0,30,0
722,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,722,110,0,110,0,0,0,110,0,0
723,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,723,10,0,0,10,0,0,0,10,0
724,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,724,110,0,110,0,0,0,110,0,0
725,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,725,20,0,0,0,20,0,0,20,0
726,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,726,10,0,0,10,0,0,0,10,0
727,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,727,110,0,110,0,0,0,110,0,0
728,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,728,30,0,0,0,30,0,0,30,0
729,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,729,110,0,110,0,0,0,110,0,0
730,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,730,110,0,110,0,0,0,110,0,0
731,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,731,30,0,0,0,30,0,0,30,0
732,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,732,9,0,0,9,0,0,0,9,0
733,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,733,9,0,0,9,0,0,0,9,0
734,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,734,4,0,0,0,4,0,0,4,0
735,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,735,18,0,9,9,0,0,9,9,0
736,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,736,30,30,0,0,0,0,30,0,0
737,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,737,21,21,0,0,0,0,21,0,0
738,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,738,4,0,0,0,3,1,0,4,0
739,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,739,9,0,0,0,9,0,0,9,0
740,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,740,9,0,0,0,9,0,0,9,0
741,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,741,7,0,0,0,7,0,0,7,0
742,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,742,19,0,6,13,0,0,6,13,0
743,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,743,9,0,0,0,5,4,0,9,0
744,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,744,50,0,0,0,50,0,0,50,0
745,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,745,3,0,0,3,0,0,0,3,0
746,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,746,10,10,0,0,0,0,10,0,0
747,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,747,22,22,0,0,0,0,22,0,0
748,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,748,14,0,0,5,9,0,0,14,0
749,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,749,2,0,0,0,2,0,0,2,0
750,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,750,14,0,0,5,9,0,0,14,0
751,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,751,1,0,0,0,1,0,0,1,0
752,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,752,2,0,0,0,2,0,0,2,0
753,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,753,5,0,0,5,0,0,0,5,0
754,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,754,25,0,0,25,0,0,0,25,0
755,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,755,2,0,0,2,0,0,0,2,0
756,Jatrabari,23.69927343,90.45758044,৫৭/৭০৮,19/07/2024,756,2,0,0,0,2,0,0,2,0
757,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,757,70,0,40,30,0,0,40,30,0
758,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,758,70,0,40,30,0,0,40,30,0
759,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,759,80,0,45,35,0,0,45,35,0
760,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,760,85,0,45,40,0,0,45,40,0
761,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,761,45,0,25,20,0,0,25,20,0
762,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,762,65,0,35,30,0,0,35,30,0
763,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,763,57,0,32,25,0,0,32,25,0
764,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,764,56,0,35,21,0,0,35,21,0
765,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,765,6,0,0,0,6,0,0,6,0
766,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,766,6,0,0,0,6,0,0,6,0
767,Jatrabari,23.69927343,90.45758044,৭০/৭২১,18/07/2024,767,10,0,0,0,10,0,0,10,0
768,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,768,60,0,0,60,0,0,0,60,0
769,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,769,60,0,0,60,0,0,0,60,0
770,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,770,60,0,0,60,0,0,0,60,0
771,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,771,60,0,0,60,0,0,0,60,0
772,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,772,60,0,0,60,0,0,0,60,0
773,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,773,60,0,0,60,0,0,0,60,0
774,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,774,70,0,0,70,0,0,0,70,0
775,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,775,60,0,0,60,0,0,0,60,0
776,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,776,70,0,0,70,0,0,0,70,0
777,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,777,60,0,0,60,0,0,0,60,0
778,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,778,100,0,0,100,0,0,0,100,0
779,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,779,70,0,0,70,0,0,0,70,0
780,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,780,70,0,0,70,0,0,0,70,0
781,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,781,70,0,0,70,0,0,0,70,0
782,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,782,70,0,0,70,0,0,0,70,0
783,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,783,70,0,0,70,0,0,0,70,0
784,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,784,70,0,0,70,0,0,0,70,0
785,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,785,70,0,0,70,0,0,0,70,0
786,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,786,60,0,0,60,0,0,0,60,0
787,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,787,60,0,0,60,0,0,0,60,0
788,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,788,60,0,0,60,0,0,0,60,0
789,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,789,60,0,0,60,0,0,0,60,0
790,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,790,122,0,0,0,122,0,0,122,0
791,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,791,122,0,0,0,122,0,0,122,0
792,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,792,60,0,0,60,0,0,0,60,0
793,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,793,60,0,0,60,0,0,0,60,0
794,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,794,80,0,0,80,0,0,0,80,0
795,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,795,100,0,0,100,0,0,0,100,0
796,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,796,100,0,0,100,0,0,0,100,0
797,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,797,100,0,0,100,0,0,0,100,0
798,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,798,100,0,0,100,0,0,0,100,0
799,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,799,100,0,0,100,0,0,0,100,0
800,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,800,100,0,0,100,0,0,0,100,0
801,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,801,100,0,0,100,0,0,0,100,0
802,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,802,100,0,0,100,0,0,0,100,0
803,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,803,90,0,0,90,0,0,0,90,0
804,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,804,60,0,0,60,0,0,0,60,0
805,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,805,60,0,0,60,0,0,0,60,0
806,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,806,70,0,0,70,0,0,0,70,0
807,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,807,70,0,0,70,0,0,0,70,0
808,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,808,122,0,0,0,122,0,0,122,0
809,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,809,115,0,0,0,115,0,0,115,0
810,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,810,60,0,0,60,0,0,0,60,0
811,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,811,100,0,0,100,0,0,0,100,0
812,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,812,100,0,0,100,0,0,0,100,0
813,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,813,70,0,70,0,0,0,70,0,0
814,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,814,70,0,70,0,0,0,70,0,0
815,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,815,70,0,70,0,0,0,70,0,0
816,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,816,70,0,70,0,0,0,70,0,0
817,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,817,70,0,70,0,0,0,70,0,0
818,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,818,70,0,70,0,0,0,70,0,0
819,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,819,70,0,70,0,0,0,70,0,0
820,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,820,70,0,70,0,0,0,70,0,0
821,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,821,70,0,70,0,0,0,70,0,0
822,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,822,70,0,70,0,0,0,70,0,0
823,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,823,70,0,70,0,0,0,70,0,0
824,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,824,70,0,70,0,0,0,70,0,0
825,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,825,70,0,70,0,0,0,70,0,0
826,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,826,70,0,70,0,0,0,70,0,0
827,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,827,70,0,70,0,0,0,70,0,0
828,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,828,70,0,70,0,0,0,70,0,0
829,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,829,70,0,70,0,0,0,70,0,0
830,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,830,70,0,70,0,0,0,70,0,0
831,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,831,70,0,70,0,0,0,70,0,0
832,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,832,100,0,100,0,0,0,100,0,0
833,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,833,70,0,70,0,0,0,70,0,0
834,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,834,100,0,100,0,0,0,100,0,0
835,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,835,28,0,28,0,0,0,28,0,0
836,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,836,100,0,100,0,0,0,100,0,0
837,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,837,90,0,90,0,0,0,90,0,0
838,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,838,50,0,50,0,0,0,50,0,0
839,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,839,70,0,70,0,0,0,70,0,0
840,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,840,90,0,90,0,0,0,90,0,0
841,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,841,70,0,70,0,0,0,70,0,0
842,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,842,90,0,90,0,0,0,90,0,0
843,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,843,70,0,70,0,0,0,70,0,0
844,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,844,100,0,100,0,0,0,100,0,0
845,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,845,70,0,70,0,0,0,70,0,0
846,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,846,50,0,50,0,0,0,50,0,0
847,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,847,70,0,70,0,0,0,70,0,0
848,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,848,22,0,7,15,0,0,7,15,0
849,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,849,15,0,10,5,0,0,10,5,0
